poolId,latitude,longitude,poolStatus,sourceVisitId,sourceSurveyId,updatedAt,visitId,visitUserName,visitUserId,visitPoolId,visitDate,visitLocatePool,visitCertainty,visitNavMethod,visitDirections,visitLocationComments,visitCoordSource,visitLatitude,visitLongitude,visitVernalPool,visitPoolType,visitInletType,visitOutletType,visitForestUpland,visitForestCondition,visitHabitatAgriculture,visitHabitatLightDev,visitHabitatHeavyDev,visitHabitatPavedRd,visitHabitatDirtRd,visitHabitatPowerline,visitHabitatOther,visitHabitatComment,visitMaxDepth,visitWaterLevelObs,visitHydroPeriod,visitMaxWidth,visitMaxLength,visitPoolTrees,visitPoolShrubs,visitPoolEmergents,visitPoolFloatingVeg,visitSubstrate,visitDisturbDumping,visitDisturbSiltation,visitDisturbVehicleRuts,visitDisturbRunoff,visitDisturbDitching,visitDisturbOther,visitWoodFrogAdults,visitWoodFrogLarvae,visitWoodFrogEgg,visitWoodFrogEggHow,visitSpsAdults,visitSpsLarvae,visitSpsEgg,visitSpsEggHow,visitJesaAdults,visitJesaLarvae,visitJesaEgg,visitJesaEggHow,visitBssaAdults,visitBssaLarvae,visitBssaEgg,visitBssaEggHow,visitFairyShrimp,visitFingerNailClams,visitSpeciesOther1,visitSpeciesOther2,visitSpeciesComments,visitFish,visitFishCount,visitFishSizeSmall,visitFishSizeMedium,visitFishSizeLarge,visitPoolPhoto,createdAt,updatedAt,visitPoolMapped,visitUserIsLandowner,visitLandownerPermission,visitLandowner,visitTownId,visitFishSize,visitWoodFrogPhoto,visitWoodFrogNotes,visitSpsPhoto,visitSpsNotes,visitJesaPhoto,visitJesaNotes,visitBssaPhoto,visitBssaNotes,visitFairyShrimpPhoto,visitFairyShrimpNotes,visitFingerNailClamsPhoto,visitFingerNailClamsNotes,visitNavMethodOther,visitPoolTypeOther,visitSubstrateOther,visitSpeciesOtherName,visitSpeciesOtherCount,visitSpeciesOtherPhoto,visitSpeciesOtherNotes,visitLocationUncertainty,visitObserverUserName,visitWoodFrogiNat,visitSpsiNat,visitJesaiNat,visitBssaiNat,visitFairyShrimpiNat,visitFingerNailClamsiNat,visitSpeciesOtheriNat
SDF1390,43.397250,-72.470720,Confirmed,1423,0,2021-03-24 10:41:49.661715,1423,sfaccio,0,SDF1390,2012-05-02,1,Certain,GPS,South of Gravelin Rd.,Very large pool.,GPS,43.39725000,-72.47072000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Minor logging,f,t,f,f,f,f,,Huge pool.  A lot of algae along with some duckweed.  Pool about 300m from house.,12-24 Inches,More than 50%,Semi-permanent,60,60,5,,,10,Leaf litter,f,f,f,f,f,,,1,,,,0,50,Estimated,,0,,,,0,,,0,0,,,"Probably more salamander eggs, but visibility impaired by algae.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,228,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1391,43.393750,-72.471640,Confirmed,1424,0,2021-03-24 10:41:49.661715,1424,sfaccio,0,SDF1391,2012-05-02,1,Certain,GPS,South of Gravelin Rd.,Large seep with embedded VPs,GPS,43.39375000,-72.47164000,Yes,Pool associated with larger wetland complex,No Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,f,f,,Best embedded pool is on E. side of seep complex.,6-12 Inches,More than 50%,Ephemeral,80,80,30,25,30,,Leaf litter,f,f,f,f,f,,,1,,,,0,50,Estimated,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,228,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1392,43.392330,-72.471890,Confirmed,1425,0,2021-03-24 10:41:49.661715,1425,sfaccio,0,SDF1392,2012-05-02,1,Certain,GPS,South of Gravelin Rd.,Nice Pool,GPS,43.39233000,-72.47189000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Minor logging,f,f,f,f,f,f,,"Small, but nice pool.",6-12 Inches,Less than 50%,Ephemeral,25,65,0,0,0,0,Leaf litter,f,f,f,f,f,,,1,,,,0,50,Estimated,,0,,,,0,,,0,0,Phantom midge larvae,copepods,Surprised that there werent more Wood Frog eggs or larvae given the number of salamander eggs present.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,228,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1436,43.540740,-72.620566,Confirmed,1428,0,2021-03-24 10:41:49.661715,1428,sfaccio,0,SDF1436,2013-05-06,1,Certain,GPS,West of Curtis Hollow Rd. on Ridgetop,Landowner unknown.  Pool about 50m S. of State Forest boundary.,GPS,43.54074000,-72.62056600,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,,Ridgetop pool,6-12 Inches,More than 50%,Ephemeral,30,80,0,5,2,,Leaf litter,f,f,f,f,f,,,1,,,,0,8,Counted,,0,,,,0,,,0,0,caddis larvae,water beetle,Thousands of wood frog tadpoles,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,148,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1437,43.541601,-72.625389,Confirmed,1429,0,2021-03-24 10:41:49.661715,1429,sfaccio,0,SDF1437,2013-05-06,1,Certain,GPS,"West of Curtis Hollow Rd., Calvin Coolidge State Forest.",,GPS,43.54160100,-72.62538900,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Minor logging,f,f,f,f,f,f,,Nice Pool,6-12 Inches,Full,Ephemeral,30,70,0,0,0,0,Leaf litter,f,f,f,f,f,,1,0,75,Estimated,,0,18,Counted,,0,,,,0,,,0,1,caddis larvae,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,148,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1438,43.541460,-72.626814,Confirmed,1430,0,2021-03-24 10:41:49.661715,1430,sfaccio,0,SDF1438,2013-05-06,1,Certain,GPS,"West of Curtis Hollow Rd., Calvin Coolidge State Forest",Small pool.,GPS,43.54146000,-72.62681400,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Minor logging,f,f,f,f,f,f,,,6-12 Inches,Full,Ephemeral,25,45,,2,5,,Leaf litter,f,f,f,f,f,,,1,,,,0,8,Counted,,0,,,,0,,,0,0,caddis larvae,,"Thousands of wood frog tadpoles, some days old, others just hatching.  Pool seems productive for its small size.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,148,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1470,43.129137,-72.459533,Confirmed,0,0,2021-03-24 10:41:49.661715,1434,sfaccio,0,SDF1470,2011-04-13,1,Certain,GPS,Bellows Falls Recreation Area,,VT ANR Mapping Website,,,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,Full,Ephemeral,15,90,,,,,Leaf litter,f,f,f,f,f,,,0,30,Estimated,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,235,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1472,43.139870,-72.473820,Confirmed,1436,0,2021-03-24 10:41:49.661715,1436,michaellewsmith,0,SDF1472,2011-04-20,1,Certain,GPS,On property with town water supply,,GPS,43.13987000,-72.47382000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,"Oaks, pines and hemlock",3-4 Feet,Full,Semi-permanent,100,30,,,,,Leaf litter,f,f,f,f,f,,1,0,2,Counted,,0,10,Counted,,0,,,,0,,,0,0,,,"Very deep, tannic pool.  Still early, likely many more eggs will be laid.  Very nice pool.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,235,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1473,43.138330,-72.473490,Confirmed,1437,0,2021-03-24 10:41:49.661715,1437,michaellewsmith,0,SDF1473,2011-04-20,1,Certain,GPS,"Town water supply property, near pond.",,GPS,43.13833000,-72.47349000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,,12-24 Inches,Full,Ephemeral,20,100,20,,,,Leaf litter,f,f,f,f,f,,,0,5,Counted,,0,15,Counted,,0,,,,0,,,0,0,,,"Early in season, likely more egg masses to come.  Nice pool, though small compared to nearby pools.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,235,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1524,43.498120,-72.660030,Confirmed,1440,0,2021-03-24 10:41:49.661715,1440,sfaccio,0,SDF1524,2013-04-30,1,Certain,GPS,"Arthur Davis WMA along main trail ~1 mile N of Colby Pond, near Reading Pond.",,GPS,43.49812000,-72.66003000,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,t,f,,"90% hardwood, 10% red spruce.",6-12 Inches,Full,Ephemeral,30,80,0,5,5,10,Leaf litter,f,f,f,f,f,,,0,70,Estimated,,0,,,,0,,,,0,,,0,1,,,Presence of duckweed limited visibility.  Pool hydroperiod seems marginal for salamanders.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,146,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1548,43.328590,-72.815010,Confirmed,1446,0,2021-03-24 10:41:49.661715,1446,sfaccio,0,SDF1548,2012-05-17,1,Certain,GPS,GMNF near Moses Pond,,GPS,43.32859000,-72.81501000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,Shallow pool.,6-12 Inches,Full,Ephemeral,15,25,2,5,5,80,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,Snails,,Tough to see much of pool due to amount of algae.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,155,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1549,43.329770,-72.814410,Confirmed,1447,0,2021-03-24 10:41:49.661715,1447,sfaccio,0,SDF1549,2012-05-17,1,Certain,GPS,GMNF near Moses Pond,Nice pool.,GPS,43.32977000,-72.81441000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,12-24 Inches,Full,Ephemeral,30,30,,,,25,Leaf litter,f,f,f,f,f,,,1,,,,0,35,Counted,,0,,,,0,,,0,0,water beetles,,Some Algae on surface.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,155,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1603,42.982278,-72.560889,Confirmed,1453,0,2021-03-24 10:41:49.661715,1453,sfaccio,0,SDF1603,2011-05-11,1,Certain,GPS,"Off West Hill Rd. near Putney Mt. Rd. -- across fields into woods.
Data entered for Anne Kerry and Claire Wilson.","On the woods side of the field is a large wetland, the source of a stream.  The pool drains into a ravine (dry) which leads to the same stream.",GPS,42.98227800,-72.56088900,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,"Very large pool with clear water.  There are 2 other pools nearby, one to the west and one just 20 feet to the south.  Only the southern-most pool had amphibian activity.",12-24 Inches,More than 50%,Semi-permanent,78,200,,2,,,Leaf litter,f,f,f,f,f,,,1,,,,0,10,Estimated,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,179,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1648,43.211460,-72.701970,Confirmed,1460,0,2021-03-24 10:41:49.661715,1460,sfaccio,0,SDF1648,2014-05-07,1,Certain,GPS,On ridgeline S. of Popple Dundgeon Rd.,,,43.21146000,-72.70197000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,,"30% conifer, fairly young forest, most trees ca. 4-8 dbh.",6-12 Inches,More than 50%,Ephemeral,20,60,2,2,0,0,Leaf litter,f,f,f,f,f,,,0,200,Estimated,,0,50,Estimated,,0,,,,0,,,0,0,Caddisfly larvae,,Spermatophores present.  Wood Frog eggs close to hatching.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,164,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1711,43.144120,-72.725460,Confirmed,1465,0,2021-03-24 10:41:49.661715,1465,sfaccio,0,SDF1711,2012-04-12,1,Certain,GPS,Along side of Beebe Pond Rd.,Nice pool,VT ANR Mapping Website,43.14412000,-72.72546000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,,f,f,f,f,t,f,,,12-24 Inches,More than 50%,Ephemeral,25,80,,20,,,Leaf litter,f,f,f,f,f,,,0,120,Estimated,,0,25,Estimated,,0,,,,0,,,0,0,,,This was a quick roadside survey.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,164,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1821,43.216790,-72.884640,Confirmed,1483,0,2021-03-24 10:41:49.661715,1483,sfaccio,0,SDF1821,2012-05-17,1,Certain,GPS,Off Rockbottom Rd.,Nice pool,GPS,43.21679000,-72.88464000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,t,f,,Pool is just West of road.,12-24 Inches,Full,Ephemeral,35,80,5,5,,,Leaf litter,f,f,f,f,f,,,1,,,,0,10,Estimated,,0,,,,0,,,0,0,Caddisfly larvae,Newts,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,166,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1783,43.661390,-72.849190,Confirmed,1473,0,2021-03-24 10:41:49.661715,1473,sfaccio,0,SDF1783,2012-06-14,1,Certain,GPS,Pico Peak Condos,Nice little pool.,GPS,43.66139000,-72.84919000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,Minor logging,f,t,f,f,f,f,,"Condos on E side of pool, west of pool is undeveloped.",12-24 Inches,Less than 50%,Ephemeral,20,25,,,2,,Leaf litter,f,f,f,f,f,,,1,,,,1,2,Counted,,0,,,,0,,,0,0,Caddisfly larvae,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1797,43.531080,-72.886370,Confirmed,1480,0,2021-03-24 10:41:49.661715,1479,sfaccio,0,SDF1797,2013-05-06,1,Certain,GPS,Along App. Trail ~1km north of Lottery Rd.,"Large, shallow seepy pool.",GPS,43.53106000,-72.88636000,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,Appalachian Trail passes adjacent to north edge of pool.,< 6 Inches,More than 50%,Ephemeral,80,90,15,20,10,80,Leaf litter,f,f,f,f,f,,2,1,,,,0,30,Estimated,,0,,,,0,,,0,0,caddis larvae,,Much of open water covered in duckweed.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,147,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1810,43.327975,-72.877002,Confirmed,1482,0,2021-03-24 10:41:49.661715,1482,zsg904,0,SDF1810,2014-05-24,1,Pretty Sure,GPS,,,,43.32797459,-72.87700166,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,Full,Semi-permanent,20,15,5,,,,Mud,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,154,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1822,43.218510,-72.882160,Confirmed,1484,0,2021-03-24 10:41:49.661715,1484,sfaccio,0,SDF1822,2012-05-17,1,Certain,GPS,Off Rockbottom Rd.,,GPS,43.21851000,-72.88216000,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Deciduous,Minor logging,f,f,f,f,f,f,,Grades into a seep -- shallow pool.,6-12 Inches,Full,Ephemeral,25,40,5,20,5,85,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,,,Nearly totally covered by algae and duckweed.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,166,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF256,44.848462,-73.277569,Confirmed,1493,0,2021-03-24 10:41:49.661715,1493,Goshawk,0,SDF256,2010-04-16,1,Certain,GPS,Accessed by private drive off East Canal Road (Block House Point Road).  Compared GPS reading with VT ANR website coordinates.,Permission granted by neighboring owner -- land owner allows free public access.,VT ANR Mapping Website,44.84846160,-73.27756880,Yes,Isolated Forest Depression,Ephemeral Inlet,Permanent Outlet,Mixed,Major logging,f,f,f,f,f,f,,Moat-shaped pool -- center stacked high with massive pile of deadwood from old logging operation.,6-12 Inches,Full,Ephemeral,80,120,20,5,70,1,Leaf litter,t,f,f,f,t,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,21,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF263,44.789690,-73.299290,Confirmed,1500,0,2021-03-24 10:41:49.661715,1500,Hobiecat,0,SDF263,2011-04-12,1,Certain,GPS,"Off west end of Windridge Lane, west of US Rte 2.",,VT ANR Mapping Website,44.78969000,-73.29929000,Yes,Pool associated with larger wetland complex,No Inlet,No Outlet,Mixed,Undisturbed,t,f,f,f,f,f,,Beef herd (with 3 bulls!) prevents subsequent visits to search for egg masses.,12-24 Inches,Full,Ephemeral,100,220,55,,,,Leaf litter,f,f,f,f,f,cattle pasture,1,0,,,,0,,,,0,,,,0,,,0,0,,,One wood frog was heard.  Associated pools to south [different landowner] and to east have shrubs -- search of east pool (10x100) (6-12) (30% shrub) yielded no eggs as of April 12.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,21,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF266,44.775800,-73.319985,Confirmed,1503,0,2021-03-24 10:41:49.661715,1503,Goshawk,0,SDF266,2010-04-16,1,Certain,GPS,At Camp Ingalls on South End Road,,VT ANR Mapping Website,44.77579958,-73.31998454,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,More than 50%,,50,60,15,2,10,2,Leaf litter,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,1,,,"Revisited 21-May.  <50% full (3).  Two dozen fingernail clams found in each of two locations.  Three small frogs present -- 1 green, 1 leopard, 1 unknown -- origin likely a permanent pond east of this pool.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,21,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF268,44.739856,-73.277441,Confirmed,0,0,2021-03-24 10:41:49.661715,1505,hobiecat,0,SDF268,2009-05-18,1,Certain,Prior Knowledge,"off west side of Lovers Lane, on west slope of Fay Hill.
Pool straddles the property line* of Carl & Nancy Cobb  AND  Scott & Rachael Griggs.","* (all of the Grand Isle property boundary grid layer, of the vernal pool maps, is offset to the NE from true property lines.)",,,,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Undisturbed,f,t,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,80,100,2,,50,,Leaf litter,f,f,f,f,f,present / two old tires,,0,,,,0,,,,0,,,,0,,,0,0,,,"Too dry, earlier in 2009, to support species normally present in wet years -- species reported to occur: wood frogs, spotted salamanders, and blue-spotted/Jefferson type salamanders.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,40,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS529,44.297180,-72.247570,Confirmed,965,0,2021-03-24 10:41:49.661715,965,pziot@charter.net,0,MLS529,2009-06-04,1,Certain,GPS,Near MLS530 & 527,,VT ANR Mapping Website,44.29718000,-72.24757000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,Less than 50%,Ephemeral,75,100,10,0,50,0,Leaf litter,f,f,f,f,f,,,1,,,,0,40,Counted,,0,,,,0,,,0,0,,,Salamander eggs only at north end and partially exposed already,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,85,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF270,44.738510,-73.278810,Confirmed,1507,0,2021-03-24 10:41:49.661715,1507,hobiecat,0,SDF270,2009-05-18,1,Certain,GPS,"off west side of Lovers Lane, on west slope of Fay Hill.",,GPS,44.73851000,-73.27881000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,woodland trail,10 ft X 150 ft linear wetland extension of pool,6-12 Inches,More than 50%,Ephemeral,25,60,,,20,10,Leaf litter,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,"Too dry, earlier in 2009, to support species that might be present
in wet years.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,40,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF271,44.737660,-73.278930,Confirmed,1508,0,2021-03-24 10:41:49.661715,1508,hobiecat,0,SDF271,2009-05-18,1,Certain,GPS,"off west side of Lovers Lane, on west slope of Fay Hill.",,GPS,44.73766000,-73.27893000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,,f,f,f,f,f,f,woodland trail,"linear extension, per VT ANR mapping website,
is dry -- is not wetland",6-12 Inches,More than 50%,Ephemeral,30,30,,,,,Leaf litter,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,"Too dry, earlier in 2009, to support species",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,40,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF401,43.958880,-72.180460,Confirmed,1528,0,2021-03-24 10:41:49.661715,1528,sfaccio,0,SDF401,2013-06-10,1,Certain,GPS,Ridgetop west of Millpond Rd.,"Small, ridgetop pool",GPS,43.95888000,-72.18046000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,,"Red spruce, hemlock, hardwoods",6-12 Inches,More than 50%,Ephemeral,35,80,,,,,Leaf litter,f,f,f,f,f,,,1,,,,0,25,Estimated,,0,,,,0,,,0,0,Green frog,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,122,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF477,43.852575,-72.227128,Confirmed,0,0,2021-03-24 10:41:49.661715,1536,TCC,0,SDF477,1900-01-01,0,Pretty Sure,Prior Knowledge,There is a trail from the house,Owner knew location and could take us to it.,,,,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,,12-24 Inches,Less than 50%,Ephemeral,40,100,,,5,,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,caddis fly larvae,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF571,43.806980,-72.345730,Confirmed,1571,0,2021-03-24 10:41:49.661715,1571,sfaccio,0,SDF571,2011-06-06,1,Certain,GPS,Near Elizabeth Mine,,GPS,43.80698000,-72.34573000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,,Nice pool,12-24 Inches,More than 50%,Ephemeral,35,90,,,,,Leaf litter,f,f,f,f,f,,,1,,,,1,30,Estimated,,0,,,,0,,,0,0,caddis larvae,,"water tannin-stained, visibility poor.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,135,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF573,43.803260,-72.350880,Confirmed,1573,0,2021-03-24 10:41:49.661715,1573,sfaccio,0,SDF573,2011-06-06,1,Certain,GPS,End of Turnpike Rd. near Elizabeth Mine,,GPS,43.80326000,-72.35088000,Yes,Pool associated with larger wetland complex,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,t,f,,Shallow VP within a shrub swamp/seep,6-12 Inches,More than 50%,Ephemeral,60,85,5,60,10,0,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,,,Probably only productive for amphibians in wet years.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,135,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF614,44.327630,-72.395092,Confirmed,1584,0,2021-03-24 10:41:49.661715,1584,Matt Peters,0,SDF614,2011-05-23,1,Certain,GPS,Park at junction of Pitkin Farm rd and Thompson rd(unmaintained old rd blocked by gate/concrete blocks. Follow GPS bushwack,,VT ANR Mapping Website,44.32763000,-72.39509200,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Minor logging,f,f,f,f,f,f,,stand clearly activily managed with careful partial harvest,12-24 Inches,More than 50%,Ephemeral,35,150,2,2,65,5,Leaf litter,f,f,f,f,f,,,1,,,,0,33,Counted,,0,,,,0,,,0,1,caddisfly larvae,green frog,"Much of pool is shallow and dries early, deeper part with eggs is 1/3-1/2 of total pool. Little CWD in surrounding forest. Major old logging road within 100ft N on edge of pine plantation. pool veg mostly sensitive fern, Glyceria.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,90,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF619,44.320090,-72.332020,Confirmed,1587,0,2021-03-24 10:41:49.661715,1587,michaellewsmith,0,SDF619,2011-05-10,1,Certain,GPS,,,GPS,44.32009000,-72.33202000,Yes,Pool associated with larger wetland complex,Ephemeral Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,40,70,70,,,,Leaf litter,f,f,f,f,f,,,0,15,Estimated,,0,12,Counted,,0,,,,0,,,0,0,,,Conifer-hardwood swamp.  Lower end with VP habitat.  Looks like sufficient hydroperiod in wet year.  Some flowing water.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,90,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
